id,name,published_at,alternate_url,type,employer,department,area,experience,key_skills,schedule,employment,description,salary_from,salary_to
98305174,BI-Аналитик/Бизнес-Аналитик/Аналитик данных,2024-05-06T10:03:19+0300,https://hh.ru/vacancy/98305174,Открытая,Гоудрон,,Москва,От 1 года до 3 лет,"['SQL', 'Аналитика', 'Анализ данных', 'Базы данных', 'Работа с большим объемом информации', 'Работа с базами данных']",Полный день,Полная занятость,"Привет, уважаемые соискатели! Мы, компания, &quot;GoDrone&quot;, специализируемся на продаже современных девайсов, в том числе уникальных товаров ищем в свою сплоченную команду — BI-Аналитика. Наша компания за последний год выросла в 4,5 раза и мы не останавливаться на достигнутом. Сейчас продолжаем масштабироваться и привлекать новых клиентов. Мы обещаем:  Официальное трудоустройство по ТК РФ; Стабильную выплату заработной платы (финальный оффер обсуждается с кандидатом на интервью);  Офисный формат работы 5/2, с гибким началом рабочего дня, в будущем возможен частичный гибрид;   Развитую корпоративную культуру внутри компании;   Обучение за счёт компании;  Большие скидки на товары.  Задачи:  Сбор, аналитика, статистика данных по каждому из отделов; Анализ показателей продаж на маркетплейсах; Построение сквозной аналитики; Сбор информация с целью рекомендаций, направленных на повышение эффективной работы компании; Работа с большим объемом данных, создание дашбордов и отчетов для команды.  Вы нам точно подойдете:   Уверенно владеете Excel, Google Analytics, SQL и другими аналитическими инструментами;   Умеете работать в режиме многозадачности и соблюдаете поставленные сроки;   Внимательны к деталям;   Имеете аналитическое и системное мышление;  Опыт работы с Power BI (будет преимуществом).  Если наша вакансия Вам интересна смело откликайтесь и до встречи на интервью!",100000.0,
97846607,Data Analyst,2024-05-06T22:06:40+0300,https://hh.ru/vacancy/97846607,Открытая,COMTEK Inc.,,Тбилиси,Более 6 лет,"['SQL', 'Python', 'Английский язык', 'Анализ данных', 'Power BI']",Удаленная работа,Полная занятость,"Подбираем команду для крупной американской компании - мирового лидера в производстве спецтехники, промышленных машин и оборудования с 1886 года. Лидера, потому что машины компании высокотехнологичны, надежны и экономичны. Каждая машина имеет сотни датчиков. 30 миллионов машин компании в мире передают петабайты данных. Все эти данные неоценимы для клиентов - быстрого и эффективного управления бизнесом и команда создает инновационную платформу для осуществления прогнозной аналитики. Обязанности: Этот человек является частью команды специалистов по обработке данных / аналитиков, работающих над загрузкой данных. Часть команды, в которую войдут разработчики, будет проводить тесты и анализ качества данных. Мы хотели бы , чтобы команда не только выполняла стандартные проверки качества данных, но и могла предложить свои идеи и предложения по устранению любых отмеченных проблем. Требования: Опыт не менее 3 лет. Технические навыки: Python - обязательно SQL - обязательно Dashboarding - обязательно (желательно Power BI) Snowflake - желательно Мы предлагаем: - удаленная работа; - гибкий график, комфортный work&amp;life balance; - налаженные процессы, здоровая дружелюбная атмосфера;- высокий уровень заработной платы в валюте;",4000.0,5000.0
98622606,Аналитик данных,2024-05-08T15:18:16+0300,https://hh.ru/vacancy/98622606,Открытая,Tele2,,Ростов-на-Дону,От 3 до 6 лет,"['ETL', 'SQL', 'Teradata', 'Oracle Pl/SQL', 'Python']",Полный день,Полная занятость,"Что делать:  Собирать и анализировать требования на разработку витрин данных, отчетности. Автоматизировать процессы по работе с данными хранилищ Oracle/Teradata. Проектировать модели данных. Разрабатывать технические задания: описание алгоритмов, принципов обработки и хранения данных. Анализировать программный код, оптимизировать запросы. Тестировать выполненные доработки. Заниматься документированием. Ставить задачи и проводить code review для внутренних сотрудников и подрядчиков.  Для нас важно:  Знание SQL. Опыт проектирования модели баз данных. Опыт работы с ETL/ELT инструментами. Знание принципов проектирования и управления БД (преимущественно Teradata, Greenplum, Oracle). Желательно: опыт разработки BI-отчетов (Tableau, Fine BI и др.). Желательно: опыт работы с большими данными (SQL и NoSQL хранилища с объемом 50+ ТБ).  Что вас ждет:  Оформление по ТК РФ. Расширенный ДМС, страхование от несчастных случаев и страхование жизни сразу после трудоустройства. Корпоративная мобильная связь. Гибридный график работы после испытательного срока по согласованию с руководителем. Возможность получить помощь опытных психологов, финансистов и юристов по важным жизненным вопросам. Материальная помощь при рождении ребенка, вступлении в брак и т. п. Возможность выбирать льготы, которые действительно нужны: уровень ДМС, компенсация занятий спортом, массаж, чекап здоровья, изучение иностранных языков и многое другое после трёх месяцев работы. Широкие возможности для обучения, в том числе возможность изучить новые навыки и технологии вместе с лучшими провайдерами профессионального образования. ",,
98549537,Data analyst,2024-05-07T14:15:36+0300,https://hh.ru/vacancy/98549537,Открытая,USETECH,,Москва,От 3 до 6 лет,[],Полный день,Полная занятость,"Компания USETECH была основана в 2006 году. Мы аккредитованная в РФ IT - компания. За 17 лет мы успешно реализовали и внедрили сотни проектов по разработке ПО на заказ и зарекомендовали себя как надежного IT-партнера.Среди наших клиентов крупнейшие ритейл-компании, финансовые организации, компании в сфере IT, телеком и блокчейн. Мы ожидаем:    Высшее естественнонаучное, техническое или экономическое образование; Опыт работы на проектах внедрения/развития хранилищ данных и/или Data Lake от 3 -х лет будет плюсом; Глубокое знание SQL (диалект Oracle), написание сложных запросов, чтение PL\SQL- кода; Опыт проектирования и разработки отчетности на базе одного из инструментов: MS SQL Reporting Services, Tableau; Опыт проектирования объектов БД, понимание архитектуры хранилищ данных; Навыки описания потоков загрузки данных в хранилища (DWH), составления технической документации (Source2Target, ТЗ) Желателен опыт работы с ETL - средствами, предпочтительно с Informatica Power Center; Плюсом будет знакомство с ClickHouse; Опыт работы с трэкинг-системами и, в частности, JIRA; Опыт работы в финансовых организациях или на проектах в финансовых организациях в роли аналитика данных или системного аналитика (понимание банковской предметной области, в частности, бухгалтерского учета).  Ключевые цели и задачи:    Доработки по результату Проверка ЦБ; Доработка по событийной модели; Доработка опциональных поля для передачи в БКИ; Доработка передачи поручительства по БГ; Доработка передачи страховок.  Мы предлагаем:  Работу в компании, которая много лет входит в топы самых престижных рейтингов – один из 25 лучших работодателей России 2020 по версии HeadHunter, 1-ое место в ежегодном рейтинге «Самые лояльные сотрудники 2020» от HeadHunter и 7 место рейтинга «Лидеры ИТ и Интернет индустрии России»; Трудоустройство – только официальное и в штат компании; Гибкое утро (с 8:00 до 12:00 по Москве), рабочий график 5/2, удаленная работа; Полис медицинского страхования (ДМС + стоматология для сотрудников, скидки на страхование для членов семьи); Подарки, скидки и сертификаты для детей сотрудников; Оплата обучения и сертификаций; Регулярные внутренние семинары под эгидой Корпоративного Университета, посвященные новым технологиям и самым актуальным темам в области аналитики, разработки, тестирования, управления; Usetech English Club – обучение английскому с корпоративными скидками разговорный клуб; Инкубатор продуктовых идей – реализация перспективной идеи продукта или услуги с поддержкой Компании; Программа лояльности, основанная на геймификации – возможность заработать внутрикорпоративную валюту за различные достижения и потратить её в онлайн-магазине Компании; Предоставляем всю необходимую для работы технику. ",,
98574467,Продуктовый аналитик / Data Analyst (продукт СберДиск),2024-05-07T20:31:18+0300,https://hh.ru/vacancy/98574467,Открытая,СБЕР,Сбер. IT,Москва,От 3 до 6 лет,"['Python', 'SQL']",Полный день,Полная занятость,"СберДиск– облачное хранилище (фотографии, видео, документы и др.) и почтовый сервис. У нас многомилионная аудитория, но мы трезво оцениваем свое положение на рынке и понимаем, что нам нужно продолжать развиваться 7ми мильными шагами. Инструменты и объемы сервисов Сбера и его партнеров открывают переднами огромные возможности:&gt; 100 000 000 клиентов;&gt; 1 000 поверхностей с многомилионной аудиторией;&gt; 10 000 000 партнеров и каналов продаж. Мы работаем на самых последних тех. стеках. Проект на микросервисной архитектуре. Неограниченный доступ к изучению последних технологий в разработке.   В твои задачи будет входить:  Разработка и построение метрик продукта; Строительство систем метрик; Анализ поведения пользователей; Поиск точек роста продукта, генерация продуктовых гипотез; Организация процесса проверки продуктовых гипотез для принятия управленческих решений.  Наши ожидания:  Знание специфики подготовки и подведения итогов A/B тестирования; Умение собирать и обрабатывать данные о событиях в системах аналитики (Google Analytics, Я.Метрика, App.Метрика или аналоги); Умение строить сквозную аналитику, клиентские пути, продуктовые воронки и собирать дашборды и мониторинги (Qlik Sense и аналоги); Отлично понимаешь принципы работы разработки с точки зрения внедрения аналитики в продукт.  Будет плюсом:  Опыт построения инфраструктуры и системы аналитики с нуля; Уверенное владение SQL, Python, Spark будет преимуществом.  Что мы предлагаем:  Много интересных задач, которые влияют на сотни тысяч людей и позволяют вырасти профессионально; Можно работать в офисе, или в смешанном графике; Конференции и обучение на корпоративных или вендорских курсах за наш счёт; Современное, производительное «железо» на твой выбор; Отличная ДМС, включая несчастные случаи и тяжелые заболевания; Возможность сменить команду или проект при желании; Льготные условия по ипотеке и кредитам; Материальная помощь и социальная поддержка; Корпоративная пенсионная программа; Шикарный офис в бизнес-центре &quot;Президент Плаза&quot; рядом с метро Кутузовская. ",,
97646745,Количественный аналитик/Data Scientist,2024-05-08T10:58:48+0300,https://hh.ru/vacancy/97646745,Открытая,АТОН,,Москва,От 1 года до 3 лет,[],Полный день,Полная занятость,"АТОН - старейшая инвестиционная компания России.На протяжении вот уже 30 лет мы помогаем принимать верные инвестиционные решения и формируем сообщество успешных инвесторов. Мы ищем Data Scientist в Отдел количественного анализа. Главной задачей будет анализ и прогнозирование финансовых временных рядов для Инвестиционного департамента.Чем предстоит заниматься:  Анализ финансовых временных рядов: классификация, регрессия, поиск аномалий, зависимостей, прогнозирование; Доработка существующих моделей по прогнозированию временных рядов; Генерация и проверка гипотез для решения задач - важен поиск нестандартных подходов; Оценка качества моделей, интерпретация полученных результатов.  Что мы ждем от кандидата:  Экспертиза в области ML для временных рядов; Продвинутое владение Python; Уверенное владение SQL; Интерес к сфере инвестиций; Аналитический склад ума, внимательность к деталям и критическое мышление.  Текущий стек:  MySQL; Python (lightGBM).  Мы предлагаем:  Конкурентоспособную заработную плату по результатам собеседования; Оформление по ТК РФ с первого рабочего дня; ДМС со стоматологией и страхование жизни с первого рабочего дня; Оплачиваемое корпоративное обучение; Специальные условия на фитнес, английский язык, льготное корпоративное кредитование; Возможность карьерного и профессионального роста; Офис на ст.м. Новокузнецкая; Возможность частично удаленной работы (гибридный график работы).  Что ценят наши сотрудники:  Мы поощряем инициативу – можно смело предлагать свои идеи и создавать продукты с нуля; Отсутствие бюрократии и гибкость компании позволяют нам быстро реализовывать проекты; Интересная сфера, в которой ты можешь быть частью крутых глобальных сделок; Много амбициозных целей, которые позволяют тебе расти и самореализовываться; Современные технологии, творческие задачи и нерутинная работа; Дружеская атмосфера и открытые двери к руководству – у нас все на «ты», вне зависимости от иерархии. ",,
91141210,Младший аналитик данных,2024-05-07T11:28:30+0300,https://hh.ru/vacancy/91141210,Открытая,Парфюмерно-косметический супермаркет Золотое Яблоко,,Екатеринбург,От 1 года до 3 лет,"['SQL', 'Управление товарными запасами', 'Анализ ассортиментной линейки', 'Аналитика', 'MS SQL', 'Работа с большим объемом информации', 'Аналитические исследования', 'Прогнозирование', 'Python']",Полный день,Полная занятость,"«Золотое Яблоко» – это прогрессивный и быстро развивающийся омниканальный бизнес в beauty-сегменте федерального масштаба. Нас отличает смелость и желание быть первыми во всём: мы экспериментируем, пробуем и внедряем новое, и в первую очередь - инновационные технологии. Динамика развития бизнеса даёт возможности каждому из нас работать над интересными проектами, расти внутри компании и просто получать удовольствие от тех задач, которые предстоит решать каждый день. В «Золотом Яблоке» открытая структура управления, где каждый сотрудник может подойти к топ-менеджеру и обсудить свой проект или идею. В связи с расширением компании мы ищем Младший аналитика данных Какие задачи предстоит выполнять:  Анализ основных показателей, характеризующих товарный запас: структура, причины роста/снижения, оборачиваемость, упущенные продажи, наличие на стоке и динамики продаж Сбор и предобработка данных, необходимых для решения аналитических задач и поддержания функциональной работы модели данных. Подготовка отчётности по показателям товарного запаса.  Что нужно уметь, чтобы выполнять задачи:  Опыт работы в должности аналитика от 1 года; Знание основы SQL, желательно опыт с PostreSQL, ClickHouse; Знание Excel, умение работать с большими массивами данных; Знание будет Python будет преимуществом.  Что мы предлагаем:  Официальное трудоустройство, полностью белая заработная плата. Персональное предложение по заработной плате, соответствующее опыту и ожиданиям; График работы 5/2, 8-ми часовой рабочий день. Возможен гибридный график работы (офис/дом); ДМС и компенсация питания Обучение за счет компании, корпоративные скидки на продукцию, техника для работы Возможности для профессионального роста и развития Изучение английского языка с преподавателем Штаб-квартира в центре Екатеринбурга — это современное офисное пространство: зоны для отдыха, кухня с барной стойкой и печью для пиццы, переговорки и кофепойнты. Еще одна особенность нашего офиса - сад из финиковых пальм, папоротников и гигантских фикусов посреди офиса; Прямо в офисе работает бар, где вы можете пообедать, выпить смузи или капучино, а также позавтракать или заказать пиццу, которую испекут тут же в печи на открытом огне. Никаких ограничений по дресс-коду и внешнему виду. Мы уважаем твою индивидуальность.  ЗОЛОТОЕ ЯБЛОКО БОЛЬШЕ, ЧЕМ ПРО КОСМЕТИКУ Мы внимательно знакомимся с каждым поступившим к нам резюме, и если твой опыт покажется нам подходящим, мы обязательно свяжемся с тобой.",,
96716873,Аналитик данных POWER BI,2024-05-08T13:39:57+0300,https://hh.ru/vacancy/96716873,Открытая,ВЭД Агент,,Новосибирск,От 1 года до 3 лет,[],Полный день,Полная занятость,"ТРЕБОВАНИЯ: Обязательно:  Сбор данных и выгрузка массива данных из БД, анализ и объединение данных из разных источников (различные СУБД) Проведение Ad-hoc аналитики и предоставление данных по запросам SQL (MySQL) – сложные запросы, в том числе вложенные, различные виды джойнов, временные таблицы (temporary tables), агрегирующие функции Power BI – модели данных, поддержка существующих и разработка новых дашбордов. Понимание и корректная настройка архитектуры данных внутри Power BI. Понимание всех связей данных между внутренними таблицами (связь один ко многим, один к одному, многие ко многим) Знание языка DAX - свободное владение языком DAX, понимание зачем нужны такие функции, как switch, userelationship, а также умение применять их на практике Владение MS Excel/Google Sheet на уровне формул и сводных таблиц Участие в проектировании, разработке и поддержке системы ETL и хранилищ данных (DWH) Взаимодействие с командой для разработки и поддержки системы аналитики  НЕ обязательно (будет преимуществом):  Знание и понимание статистического анализа. Знание методов машинного обучения Понимание протокола HTTP и основных методов запросов (GET, POST) Умение работать с форматами данных, такими как JSON или XML    Чем предстоит заниматься:  Поддержка и доработка дашбордов в Power BI. Формирование аналитики в разных разрезах из текущей БД для внутренней ERP. ETL: извлечение данных из разных источников, много Google таблиц, Excel файлов с плохо структурированными данными. Очистка, подготовка данных для загрузки в БД для внутренней ERP. Работа с текущими таблицами гугл/ексель с формулами.    УСЛОВИЯ:  Мы - надежный работодатель: трудоустройство с 1 дня, полностью &quot;белая&quot; з/п. У вас будет Product Owner (с глубоким пониманием модели данных и бизнес-процессов), с которым вы будете работать в одной команде. График работы: понедельник-пятница с 9.00 до 18.00. Уютная кухня для приема пищи. Приятное начало рабочего дня: свежесваренный кофе/чай, вкусняшки. ДМС или компенсация фитнеса/бассейна – после прохождения испытательного срока. Профессиональное обучение/повышение квалификации за счет компании. Интересная корпоративная жизнь (праздники, конкурсы, подарки детям и т.п.) Корпоративная библиотека с разными жанрами книг (бизнес-литература, саморазвитие). ",100000.0,140000.0
98452219,Аналитик данных,2024-05-06T11:27:39+0300,https://hh.ru/vacancy/98452219,Открытая,ГБУЗ ЦЛО ДЗМ,,Москва,От 1 года до 3 лет,[],Полный день,Полная занятость,"Задачи:• Работа с базой данных медицинского оборудования города Москвы (более 450 000 ID)• Обработка и анализ результатов выездных контрольных проверок по использованию медицинского оборудования• Мониторинг контрольных точек по устранению замечаний выездных контрольных проверок• Сбор обратной связи с медицинских организаций, в случае нарушения сроков или низкой динамики устранения замечаний• Формирование отчетных форм и дашбордов по результатам выездных контрольных проверок Требования к опыту и навыкам:• Высшее образование• Работа с большим объемом данных• Продвинутый навык визуализации• Продвинутый пользователь Excel (сложные формулы, сводные таблицы, графики)• Опыт работы в Yandex DataLens приветствуется Условия:• Достойная оплата труда• Молодая и амбициозная команда Правительства Москвы (Департамент здравоохранения)• Офис в центре Москвы (м. Новослободская)• Оформление по ТК РФ• График работы: 8 часовой рабочий день с понедельника по пятницу",,
95946841,Аналитик данных (Junior),2024-05-08T09:55:08+0300,https://hh.ru/vacancy/95946841,Открытая,DNS Технологии,,Владивосток,Нет опыта,"['Python', 'SQL', 'BPMN', 'Superset', 'Power BI', 'DataLens', '1C']",Полный день,Полная занятость,"Мы - аккредитованная Минцифры IT-компания DNS Технологии! На сегодняшний день в компании стремительно развивается аналитическое направление, которое включает в себя более 150 IT специалистов. Все они распределены по различным бизнес-доменам и занимаются решением задач в своей области.  Так, в настоящий момент, у нас открыты позиции в направления коммерческой службы, службы гарантии и качества, а также в службу финансового анализа и планирования.  Мы хотим, чтобы в компании принималось больше управленческих решений на основе данных, поэтому находимся в поиске специалистов по аналитике! Чем предстоит заниматься:  Собирать, обрабатывать и анализировать данные Создавать аналитические витрины Разрабатывать и поддерживать интерактивные отчеты для контроля ключевых показателей бизнеса Проводить исследования и автоматизировать бизнес-процессы Взаимодействовать с заказчиками и смежными отделами Подготавливать инструкции и консультировать конечных пользователей  Ожидаемые знания от кандидата:  Основные концепции Python Базовое знание языка запросов SQL Знание основ математической статистики  Будут преимуществом:  Знание BI систем Опыт работы с Git Базовые знания языка запросов 1С Знание нотации BPMN / IDEF0  Мы предлагаем:  Развитую систему наставничества Прозрачную систему грейдов для роста и развития внутри компании Командный подход к разработке, где приветствуется атмосфера взаимопомощи и общения Разнообразные интересные задачи Обширную базу знаний Лояльное отношение к дресс-коду Возможность найти коллег по интересам для участия в различных внерабочих активностях  А еще:  Трудоустройство по ТК РФ в официально зарегистрированной ИТ-компании и полностью “белую” заработную плату Ежегодную премию по результатам работы Компании Возможность приобретать товары Компании по специальной цене Компенсацию внешнего обучения по профилю 70% Скидки на обучение английскому языку и скидки от партнёров (фитнес-клуб, мобильная связь) Участие в корпоративных мероприятиях Офис, оснащенный всей необходимой техникой для работы. Как дополнительный плюс – наличие парковки.  График: 5 / 2 с 8 до 17, с 9 до 18 или с 10 до 19 на выбор. Кандидатов оцениваем по знаниям и навыкам, финальную заработную плату обговариваем после собеседования.",60000.0,
92803313,Data analyst (Junior),2024-05-08T09:55:08+0300,https://hh.ru/vacancy/92803313,Открытая,DNS Технологии,,Владивосток,Нет опыта,"['Python', 'SQL', 'Power BI', 'Airflow', 'Metabase', 'Финансовая аналитика', 'Аналитика']",Полный день,Полная занятость,"Мы - аккредитованная Минцифры IT-компания DNS Технологии! На сегодняшний день в компании стремительно развивается аналитическое направление, которое включает в себя более 150 IT специалистов. Все они распределены по различным бизнес-доменам и занимаются решением задач в своей области.  Так, в настоящий момент, у нас открыты позиции в направления коммерческой службы, службы гарантии и качества, а также в службу финансового анализа и планирования.  Мы хотим, чтобы в компании принималось больше управленческих решений на основе данных, поэтому находимся в поиске специалистов по аналитике! Основной используемый стек технологий: Airflow, SQL (Mssql, Postgresql, Greenplum, Clickhouse), Python (Pandas, Numpy, SQLAlchemy), Power BI, Metabase. Ключевые задачи:  Сбор, обработка и анализ данных  Разработка и поддержка отчетной системы направления  Проведение аналитических исследований Взаимодействие с заказчиками и смежными отделами Консультирование конечных пользователей  Наш кандидат:  Имеет высшее образование по IT-специальности Владеет SQL и Python на базовом уровне Знает основы математической статистики Готов к постоянному развитию  Мы предлагаем:  Развитую систему наставничества Прозрачную систему грейдов для роста и развития внутри компании Командный подход к разработке, где приветствуется атмосфера взаимопомощи и общения Разнообразные интересные задачи Обширную базу знаний Лояльное отношение к дресс-коду Возможность найти коллег по интересам для участия в различных внерабочих активностях  А еще:  Трудоустройство по ТК РФ в официально зарегистрированной ИТ-компании и полностью “белую” заработную плату Ежегодную премию по результатам работы Компании Возможность приобретать товары Компании по специальной цене Компенсацию внешнего обучения по профилю 70% Скидки на обучение английскому языку и скидки от партнёров (фитнес-клуб, мобильная связь) Участие в корпоративных мероприятиях Офис, оснащенный всей необходимой техникой для работы, а также местом для отдыха и кухней. Как дополнительный плюс – наличие парковки.  График: 5 / 2 с 10 до 19 или с 9 до 18 на выбор. Кандидатов оцениваем по знаниям и навыкам, финальную заработную плату обговариваем после собеседования.",60000.0,
97876330,Аналитик данных,2024-05-07T09:45:12+0300,https://hh.ru/vacancy/97876330,Открытая,Корона-лифт,,Ижевск,От 1 года до 3 лет,[],Полный день,Полная занятость,"Обязанности:  Анализ процессов; Продумывание порядка, последовательности обработки данных; Последовательности обработки данных; Отработка части процессов при помощи автоматизации в гугл-таблицах (с возможным применением скриптов/ботов);  Требования:  Знание google таблиц; Умение пользоваться google app script; Умение писать не сложные телеграм-боты;  Условия:  Место работы: г. Ижевск; График работы: 5/2 с 09:00 до 18:00; ЗП обговаривается на собеседовании; ",,
98452159,Data analyst (middle/senior),2024-05-06T11:27:04+0300,https://hh.ru/vacancy/98452159,Открытая,Двигус,,Москва,От 1 года до 3 лет,[],Удаленная работа,Полная занятость,"Приветствуем! На связи Группа Двигус, в которую входит несколько продуктов и бизнесов: комплексное интернет-маркетинговое агентство Двигус, партнерская СРА-сеть Callexchange (входит в топ-5 СРА сетей РФ по версии AdIndex), система колл-трекинга “Вектор”, DMP Yastreb, продукт “Подборщик”, увеличивающий эффективность подбора объекта недвижимости оператором и еще несколько MVP разной степени проработки Сейчас мы ищем в команду управления и развития продуктов старшего аналитика данных (Data analyst (middle/senior)) Почему у нас интересно? Группа Двигус растёт — в 2023 выручка группы составила 700+ млн. руб. Исторически, мы развивались за счет бутстреппинга, но в 2023 году стали привлекать внешние источники финансирования для ускорения развития и реализации целого ряда продуктов как b2c, так и b2b направленности. Будет интересно. Работа в продуктовой команде Группы – это работа в небольшой команде без бюрократии и “тяжелой” корпоративной культуры. Описание роли Мы ищем энергичного аналитика данных, который вместе с командами продуктов, производства, финансов и коммерции будет отвечать за все одноименные блоки аналитики. В идеале эта роль для кандидата, который уже имеет основательный опыт в аналитике, но хотел бы поучаствовать в запуске и создании data-driven культуры и систематизации и упорядочиванию существующих данных. Вам предстоит участвовать в принятии продуктовых и коммерческих решений, заниматься проведением исследований и экспериментов, чтобы подкреплять их корректными данными и выводами основанными на них. Что предстоит сделать? Группа нацелена на амбициозный рост и на запуски новых продуктов. Для воплощения этих планов в жизнь, нам в команду нужен человек, который будет:   строить дашборды, визуализировать данные, проводить анализ и формировать витрины данных;   поддерживать, улучшать инструменты обработки и сбора данных, следить за их целостностью, автоматизировать процессы агрегации и интеграции массивов данных в корпоративные хранилища;   помогать менеджерам проектов и продуктов, производственным командам коллегам из других департаментов (все задачи проходят через продуктовую команду) отвечать на продуктовые, коммерчески и другие вопросы связанные с данными;   вместе с менеджерами продуктов искать и находить интересные инсайты в данных, строить и проверять гипотезы для увеличения продуктовых метрик, исследовать изменения в метриках и находить причины изменений;   моделировать эффект гипотез на продуктовые и бизнес-метрики, оценивать массовость, потенциальный аплифт;   создавать бизнес-модели и строить прогнозы для различных MVP.   Для этого уже есть достаточная инфраструктура (её не нужно выстраивать с нуля). После прохождения онбординга мы вместе построим тебе план на испытательный срок. Что нужно, чтобы стать частью команды?  опыт работы аналитиком данных/продуктовым аналитиком от 3 лет; хорошие знания SQL; понимание и уверенное умение работать с облачной экосистемой Google (Big Query, Looker Studio, Google Sheets); понимание бизнес-метрик (выручка, валовая прибыль, маржинальность чистой прибыли и т.п.); понимание продуктовых-метрик; понимание метрик, специфичных для интернет-маркетинга и CPA как плюс; опыт работы в продуктовых компаниях как плюс.  Что предлагаем?  достойный уровень дохода, который обсуждается с успешным кандидатом; возможность работать удаленно или из офиса в Москве (по желанию); полную занятость: 5/2, 8-часовой рабочий день; официальное трудоустройство в ИТ-компании (статус будет получен в 2024); компенсация профильных курсов и конференций, абонемента в фитнес-центр премиум-класса X-Fit, техника для работы; возможность получить крутой опыт и кейсы себе в портфолио; работа на одном из самых устойчивых рынков в РФ; коллектив единомышленников, здоровая атмосфера, человечность и поддержка не на словах. ",,
